driver_id,driver_name,age,experience_years,license_type,employment_type,home_province,performance_rating
D04135,Mpho Cele,40,21.0,Code 14,Contract,Limpopo,3.15
D04136,Thabo Mkhize,51,2.0,Code 8,Permanent,Northern Cape,4.02
D04137,Amanda Mkhize,60,4.0,Code 8,Contract,North West,3.37
D04138,Sipho Ngcobo,31,18.0,Code 10,Contract,North West,4.53
D04139,Tshepo Pillay,33,28.0,Code 10,Permanent,Free State,3.84
D04140,Ayanda Mabena,49,22.0,Code 14,Permanent,Limpopo,3.27
D04141,Lwazi Nkosi,54,1.0,Code 8,Contract,Gauteng,4.28
D04142,Mpho Molefe,38,5.0,Code 14,Permanent,Limpopo,4.07
D04143,Karabo Pillay,49,22.0,Code 10,Permanent,Mpumalanga,3.47
D04144,Thabo Modise,21,22.0,Code 14,Contract,North West,4.31
D04145,Nandi Williams,33,12.0,Code 14,Contract,Western Cape,4.24
D04146,Mpho Pillay,63,29.0,Code 14,Permanent,North West,4.64
D04147,Mpho Modise,46,27.0,Code 8,Permanent,Free State,4.3
D04148,Nomsa Maseko,59,23.0,Code 8,Permanent,Western Cape,3.65
D04149,Amanda Mabena,30,23.0,Code 14,Contract,Northern Cape,2.62
D04150,Nandi Mthembu,33,24.0,Code 10,Permanent,Free State,3.93
D04151,Sibusiso Pillay,63,4.0,Code 10,Contract,Eastern Cape,4.04
D04152,Nandi Naidoo,64,21.0,Code 14,Permanent,Gauteng,3.84
D04153,Mandla Nkosi,59,29.0,Code 14,Permanent,Western Cape,1.69
D04154,Lwazi Van Wyk,34,6.0,Code 10,Permanent,Western Cape,4.28
D04155,Lwazi Van Wyk,56,0.0,Code 14,Permanent,KwaZulu-Natal,3.16
D04156,Lwazi Zulu,41,11.0,Code 8,Contract,KwaZulu-Natal,4.28
D04157,Lwazi Cele,58,8.0,Code 14,Permanent,Free State,4.99
D04158,Lerato Mokoena,58,29.0,Code 14,Contract,Limpopo,3.62
D04159,Themba Mokoena,40,13.0,Code 8,Permanent,Northern Cape,4.11
D04160,Thabo Nkosi,34,20.0,Code 8,Contract,North West,3.82
D04161,Ayanda Mahlangu,63,30.0,Code 14,Contract,Free State,4.17
D04162,Ayanda Nkosi,40,24.0,Code 10,Permanent,Northern Cape,3.87
D04163,Mpho Khumalo,39,23.0,Code 8,Contract,Limpopo,3.44
D04164,Tshepo Ngcobo,50,30.0,Code 8,Permanent,Eastern Cape,3.17
D04165,Precious Naidoo,62,21.0,Code 8,Permanent,Gauteng,4.91
D04166,Mandla Zulu,26,7.0,Code 8,Contract,Eastern Cape,4.11
D04167,Nandi Mabena,64,22.0,Code 14,Contract,Western Cape,4.38
D04168,Amanda Nkosi,39,9.0,Code 10,Permanent,Gauteng,4.08
D04169,Thabo Jacobs,22,10.0,Code 10,Contract,Northern Cape,4.48
D04170,Bongani Pillay,34,19.0,Code 8,Permanent,Gauteng,3.17
D04171,Tshepo Moyo,41,9.0,Code 10,Permanent,Limpopo,3.86
D04172,Bongani Ndlovu,50,0.0,Code 8,Permanent,Western Cape,4.15
D04173,Amanda Van Wyk,45,30.0,Code 14,Permanent,Limpopo,4.7
D04174,Lwazi Mahlangu,26,17.0,Code 14,Permanent,Northern Cape,5.0
D04175,Thabo Ndlovu,42,20.0,Code 10,Permanent,Free State,4.09
D04176,Tshepo Jacobs,31,25.0,Code 14,Permanent,Gauteng,3.34
D04177,Lerato Mokoena,32,19.0,Code 8,Permanent,Western Cape,2.96
D04178,Tshepo Mokoena,52,18.0,Code 8,Permanent,Mpumalanga,3.17
D04179,Kagiso Moyo,56,24.0,Code 14,Contract,Western Cape,3.26
D04180,Karabo Molefe,27,9.0,Code 10,Permanent,KwaZulu-Natal,1.77
D04181,Zanele Mkhize,47,25.0,Code 14,Permanent,North West,3.33
D04182,Siyabonga Mokoena,39,22.0,Code 8,Contract,Free State,4.3
D04183,Nomsa Mthembu,35,5.0,Code 14,Permanent,North West,3.85
D04184,Sibusiso Dlamini,52,4.0,Code 8,Contract,North West,3.62
D04185,Sipho Dlamini,31,27.0,Code 8,Contract,Limpopo,2.66
D04186,Tshepo Cele,54,27.0,Code 10,Permanent,Northern Cape,4.54
D04187,Kagiso Ngcobo,38,30.0,Code 14,Permanent,Western Cape,4.16
D04188,Karabo Dlamini,25,3.0,Code 10,Permanent,KwaZulu-Natal,3.79
D04189,Tshepo Mahlangu,55,27.0,Code 10,Permanent,KwaZulu-Natal,2.26
D04190,Lwazi Nkosi,58,26.0,Code 8,Permanent,Northern Cape,3.46
D04191,Lerato Mkhize,45,23.0,Code 8,Permanent,Limpopo,4.1
D04192,Amanda Moyo,52,15.0,Code 8,Contract,KwaZulu-Natal,3.78
D04193,Zanele Jacobs,27,15.0,Code 14,Permanent,Gauteng,3.93
D04194,Lerato Modise,35,13.0,Code 8,Contract,North West,4.28
D04195,Amanda Mokoena,36,0.0,Code 8,Permanent,North West,3.91
D04196,Mandla Molefe,54,15.0,Code 10,Permanent,Western Cape,4.25
D04197,Sibusiso Williams,36,7.0,Code 10,Permanent,Eastern Cape,3.21
D04198,Tshepo Zulu,53,6.0,Code 10,Permanent,Free State,2.94
D04199,Thabo Van Wyk,34,1.0,Code 8,Permanent,KwaZulu-Natal,4.13
D04200,Lerato Cele,47,14.0,Code 10,Permanent,Mpumalanga,4.28
D04201,Mpho Mokoena,30,1.0,Code 10,Permanent,Mpumalanga,4.16
D04202,Busisiwe Van Wyk,45,26.0,Code 8,Permanent,North West,3.89
D04203,Sipho Mkhize,24,27.0,Code 10,Permanent,North West,3.57
D04204,Thabo Botha,53,24.0,Code 8,Permanent,North West,3.95
D04205,Busisiwe Ngcobo,22,9.0,Code 14,Permanent,Eastern Cape,4.07
D04206,Tshepo Khumalo,64,5.0,Code 14,Permanent,KwaZulu-Natal,4.11
D04207,Kagiso Jacobs,57,15.0,Code 8,Permanent,KwaZulu-Natal,5.0
D04208,Tshepo Mthembu,46,20.0,Code 10,Permanent,North West,3.16
D04209,Karabo Pillay,61,0.0,Code 10,Contract,Limpopo,5.0
D04210,Themba Ngcobo,56,26.0,Code 14,Permanent,KwaZulu-Natal,2.92
D04211,Bongani Williams,27,13.0,Code 10,Permanent,Mpumalanga,4.07
D04212,Siyabonga Van Wyk,53,25.0,Code 10,Permanent,KwaZulu-Natal,2.96
D04213,Lwazi Sithole,37,2.0,Code 8,Permanent,KwaZulu-Natal,4.01
D04214,Lerato Maseko,58,13.0,Code 8,Permanent,Western Cape,4.49
D04215,Tshepo Mthembu,59,14.0,Code 10,Permanent,Northern Cape,3.82
D04216,Mpho Mthembu,62,1.0,Code 10,Contract,KwaZulu-Natal,4.48
D04217,Mandla Moyo,40,21.0,Code 14,Contract,Mpumalanga,3.5
D04218,Sibusiso Mkhize,29,28.0,Code 14,Permanent,Gauteng,2.37
D04219,Siyabonga Ngcobo,26,16.0,Code 10,Permanent,Western Cape,4.24
D04220,Thabo Khumalo,28,12.0,Code 10,Permanent,Mpumalanga,3.82
D04221,Busisiwe Nkosi,64,19.0,Code 14,Permanent,Western Cape,3.46
D04222,Sibusiso Jacobs,46,11.0,Code 14,Permanent,Gauteng,3.51
D04223,Zanele Botha,36,11.0,Code 14,Contract,KwaZulu-Natal,4.08
D04224,Mpho Maseko,40,23.0,Code 14,Permanent,Limpopo,3.23
D04225,Mandla Sithole,28,18.0,Code 10,Permanent,Western Cape,4.06
D04226,Nandi Ngcobo,46,,Code 10,Permanent,Gauteng,4.63
D04227,Siyabonga Khumalo,39,12.0,Code 10,Permanent,Eastern Cape,5.0
D04228,Sibusiso Ndlovu,56,25.0,Code 8,Permanent,Mpumalanga,4.78
D04229,Thabo Ngcobo,21,16.0,Code 10,Permanent,Western Cape,3.91
D04230,Siyabonga Mkhize,61,2.0,Code 10,Permanent,KwaZulu-Natal,3.98
D04231,Nomsa Mthembu,23,26.0,Code 10,Permanent,Gauteng,3.52
D04232,Mpho Sithole,39,22.0,Code 8,Permanent,KwaZulu-Natal,3.47
D04233,Siyabonga Pillay,35,8.0,Code 10,Contract,KwaZulu-Natal,4.41
D04234,Siyabonga Botha,52,29.0,Code 10,Permanent,Limpopo,3.58
D04235,Amanda Modise,49,29.0,Code 10,Permanent,Western Cape,4.06
D04236,Sibusiso Mahlangu,29,30.0,Code 8,Contract,Northern Cape,3.13
D04237,Tshepo Sithole,42,11.0,Code 10,Permanent,KwaZulu-Natal,4.76
D04238,Lwazi Van Wyk,44,28.0,Code 8,Permanent,Northern Cape,3.57
D04239,Kagiso Jacobs,41,24.0,Code 8,Permanent,Mpumalanga,4.56
D04240,Bongani Nkosi,21,26.0,Code 10,Permanent,Eastern Cape,3.31
D04241,Lerato Jacobs,28,16.0,Code 14,Permanent,KwaZulu-Natal,3.27
D04242,Sibusiso Khumalo,43,8.0,Code 10,Contract,Northern Cape,4.73
D04243,Zanele Ngcobo,32,7.0,Code 10,Permanent,Northern Cape,3.36
D04244,Mpho Zulu,44,29.0,Code 14,Permanent,Limpopo,2.7
D04245,Nandi Moyo,28,15.0,Code 10,Permanent,Western Cape,3.07
D04246,Bongani Dlamini,53,28.0,Code 14,Permanent,Northern Cape,4.4
D04247,Thabo Van Wyk,29,17.0,Code 8,Permanent,Free State,4.33
D04248,Nomsa Nkosi,49,16.0,Code 10,Permanent,Western Cape,3.27
D04249,Tshepo Dlamini,57,2.0,Code 8,Permanent,North West,3.36
D04250,Nandi Pillay,36,12.0,Code 10,Contract,Western Cape,4.27
D04251,Themba Jacobs,27,17.0,Code 14,Permanent,Eastern Cape,4.72
D04252,Precious Khumalo,21,3.0,Code 10,Contract,Western Cape,
D04253,Precious Dlamini,36,5.0,Code 10,Contract,Eastern Cape,4.19
D04254,Sibusiso Mthembu,26,18.0,Code 8,Contract,North West,4.41
D04255,Zanele Sithole,59,7.0,Code 14,Contract,Gauteng,5.0
D04256,Karabo Khumalo,63,21.0,Code 10,Permanent,Gauteng,2.99
D04257,Mandla Jacobs,64,14.0,Code 8,Permanent,Northern Cape,3.33
D04258,Mpho Ndlovu,61,12.0,Code 14,Permanent,Gauteng,3.45
D04259,Busisiwe Williams,46,3.0,Code 10,Permanent,Gauteng,4.38
D04260,Mandla Van Wyk,35,12.0,CODE 10,Permanent,Limpopo,3.62
D04261,Thabo Adams,40,16.0,Code 8,Permanent,KwaZulu-Natal,4.02
D04262,Tshepo Modise,32,17.0,Code 8,Contract,Northern Cape,3.89
D04263,Zanele Modise,57,8.0,Code 14,Contract,Gauteng,3.8
D04264,Mandla Ndlovu,40,0.0,Code 10,Permanent,Limpopo,3.88
D04265,Precious Mahlangu,37,28.0,Code 14,Permanent,Northern Cape,4.52
D04266,Karabo Williams,51,29.0,Code 8,Permanent,Mpumalanga,3.12
D04267,Nomsa Mahlangu,37,28.0,Code 10,Permanent,Western Cape,3.7
D04268,Sipho Adams,36,8.0,Code 10,Permanent,Gauteng,2.95
D04269,Amanda Williams,31,18.0,Code 10,Permanent,Gauteng,3.96
D04270,Bongani Moyo,23,4.0,Code 10,Permanent,Northern Cape,3.66
D04271,Precious Zulu,22,28.0,Code 10,Permanent,Gauteng,4.55
D04272,Nomsa Mahlangu,38,0.0,Code 10,Permanent,Western Cape,3.8
D04273,Ayanda Dlamini,64,14.0,Code 14,Permanent,Eastern Cape,3.49
D04274,Karabo Nkosi,32,26.0,Code 8,Permanent,KwaZulu-Natal,3.63
D04275,Lwazi Nkosi,49,22.0,Code 10,Contract,Gauteng,5.0
D04276,Precious Ngcobo,35,26.0,Code 10,Permanent,Free State,2.7
D04277,Lwazi Ngcobo,34,15.0,Code 8,Contract,Northern Cape,3.36
D04278,Mpho Van Wyk,28,,Code 8,Permanent,KwaZulu-Natal,3.83
D04279,Nomsa Williams,45,0.0,Code 14,Permanent,Northern Cape,3.35
D04280,Amanda Adams,49,4.0,Code 8,Contract,Limpopo,4.14
D04281,Amanda Dlamini,36,1.0,Code 8,Contract,Eastern Cape,3.76
D04282,Sipho Cele,44,13.0,Code 10,Permanent,Mpumalanga,3.98
D04283,Nandi Adams,41,1.0,Code 8,Contract,Eastern Cape,3.88
D04284,Precious Molefe,32,5.0,Code 8,Permanent,Gauteng,3.73
D04285,Nandi Ngcobo,51,13.0,Code 8,Contract,KwaZulu-Natal,2.9
D04286,Kagiso Adams,45,22.0,Code 8,Permanent,Western Cape,3.92
D04287,Mpho Botha,23,20.0,Code 10,Contract,Limpopo,2.57
D04288,Lerato Van Wyk,42,1.0,Code 14,Contract,Western Cape,3.33
D04289,Lwazi Ngcobo,38,28.0,Code 8,Contract,Gauteng,4.14
D04290,Precious Sithole,56,17.0,Code 10,Contract,Western Cape,4.63
D04291,Nomsa Sithole,34,10.0,Code 10,Permanent,Western Cape,5.0
D04292,Karabo Jacobs,63,11.0,Code 8,Permanent,Northern Cape,3.5
D04293,Thabo Ngcobo,48,26.0,Code 10,Permanent,Western Cape,3.19
D04294,Lerato Sithole,26,14.0,Code 10,Contract,Limpopo,4.17
D04295,Bongani Mokoena,38,7.0,Code 8,Permanent,KwaZulu-Natal,5.0
D04296,Bongani Cele,59,13.0,Code 10,Permanent,Gauteng,4.87
D04297,Mpho Molefe,32,2.0,Code 8,Contract,KwaZulu-Natal,3.08
D04298,Mpho Mabena,52,4.0,Code 14,Permanent,Western Cape,3.7
D04299,Lerato Maseko,55,9.0,Code 14,Contract,KwaZulu-Natal,4.4
D04300,Busisiwe Williams,51,6.0,Code 14,Contract,North West,4.44
D04301,Nandi Cele,24,10.0,Code 8,Permanent,Limpopo,4.21
D04302,Sipho Moyo,37,2.0,Code 14,Permanent,North West,3.49
D04303,Nandi Moyo,36,18.0,Code 10,Permanent,Mpumalanga,4.21
D04304,Amanda Ngcobo,36,3.0,Code 8,Permanent,Northern Cape,4.45
D04305,Mpho Williams,59,6.0,Code 14,Contract,Western Cape,3.15
D04306,Siyabonga Mahlangu,21,30.0,Code 14,Permanent,Gauteng,4.73
D04307,Mpho Maseko,44,0.0,Code 8,Permanent,Eastern Cape,4.49
D04308,Nomsa Mahlangu,64,8.0,Code 14,Permanent,Free State,3.28
D04309,Mpho Nkosi,59,15.0,Code 8,Contract,North West,4.45
D04310,Lwazi Khumalo,47,9.0,Code 10,Permanent,Gauteng,4.37
D04311,Sipho Van Wyk,64,9.0,Code 8,Contract,Western Cape,4.4
D04312,Precious Zulu,38,3.0,Code 8,Contract,North West,4.9
D04313,Lwazi Botha,47,13.0,Code 14,Permanent,Free State,3.79
D04314,Kagiso Mthembu,44,23.0,Code 10,Permanent,Eastern Cape,4.03
D04315,Zanele Mabena,23,18.0,Code 8,Permanent,Gauteng,1.95
D04316,Sibusiso Ngcobo,22,28.0,Code 14,Contract,Mpumalanga,4.58
D04317,Zanele Ngcobo,60,21.0,Code 14,Permanent,North West,4.51
D04318,Nomsa Mokoena,28,24.0,Code 14,Contract,Western Cape,4.75
D04319,Kagiso Ndlovu,36,13.0,Code 14,Contract,Western Cape,3.14
D04320,Sipho Mahlangu,48,18.0,Code 14,Permanent,North West,
D04321,Kagiso Cele,46,17.0,Code 10,Permanent,North West,4.51
D04322,Mandla Botha,43,25.0,Code 8,Contract,KwaZulu-Natal,3.34
D04323,Tshepo Cele,64,15.0,Code 14,Contract,Mpumalanga,4.54
D04324,Zanele Molefe,55,12.0,Code 8,Permanent,North West,4.12
D04325,Lwazi Nkosi,62,2.0,Code 8,Permanent,Gauteng,2.61
D04326,Siyabonga Naidoo,49,26.0,Code 10,Permanent,Gauteng,4.21
D04327,Mpho Ngcobo,64,13.0,Code 8,Permanent,Gauteng,3.26
D04328,Zanele Maseko,47,24.0,Code 10,Contract,North West,2.63
D04329,Tshepo Ngcobo,44,21.0,Code 14,Permanent,Mpumalanga,4.06
D04330,Amanda Mkhize,56,0.0,Code 10,Contract,Gauteng,3.75
D04331,Amanda Ndlovu,59,20.0,Code 10,Permanent,Gauteng,4.78
D04332,Lerato Mokoena,24,15.0,Code 10,Contract,Limpopo,3.93
D04333,Siyabonga Van Wyk,61,7.0,Code 10,Permanent,Northern Cape,4.34
D04334,Sipho Mahlangu,51,8.0,Code 8,Contract,North West,4.16
D04335,Precious Ngcobo,60,19.0,Code 8,Permanent,Gauteng,4.51
D04336,Amanda Naidoo,52,2.0,Code 10,Contract,Eastern Cape,3.18
D04337,Busisiwe Ndlovu,61,18.0,Code 10,Permanent,Western Cape,3.94
D04338,Amanda Mabena,33,26.0,Code 10,Permanent,KwaZulu-Natal,3.7
D04339,Lwazi Mahlangu,29,2.0,Code 8,Permanent,Limpopo,4.26
D04340,Lwazi Khumalo,29,0.0,Code 8,Permanent,Eastern Cape,3.98
D04341,Lwazi Ngcobo,32,1.0,Code 10,Permanent,Limpopo,3.37
D04342,Nandi Ngcobo,30,22.0,Code 10,Permanent,KwaZulu-Natal,3.56
D04343,Busisiwe Mokoena,40,26.0,Code 10,Permanent,Limpopo,4.95
D04344,Zanele Mkhize,29,30.0,Code 14,Permanent,Limpopo,2.61
D04345,Kagiso Adams,27,0.0,Code 10,Permanent,Gauteng,4.3
D04346,Sibusiso Nkosi,44,14.0,Code 8,Permanent,Western Cape,4.67
D04347,Lwazi Moyo,55,1.0,Code 10,Permanent,Eastern Cape,4.21
D04348,Nomsa Naidoo,26,11.0,Code 8,Permanent,Western Cape,5.0
D04349,Precious Williams,43,9.0,Code 8,Contract,Gauteng,4.46
D04350,Siyabonga Ndlovu,50,18.0,Code 10,Permanent,KwaZulu-Natal,4.07
D04351,Siyabonga Williams,52,28.0,Code 8,Permanent,Eastern Cape,3.47
D04352,Mpho Mahlangu,25,24.0,Code 8,Contract,KwaZulu-Natal,4.08
D04353,Zanele Adams,53,1.0,Code 14,Contract,Western Cape,4.28
D04354,Kagiso Botha,22,7.0,Code 10,Permanent,Gauteng,3.8
D04355,Themba Nkosi,31,8.0,Code 14,Permanent,North West,3.28
D04356,Lerato Nkosi,35,7.0,Code 14,Contract,Mpumalanga,2.96
D04357,Precious Ndlovu,58,10.0,Code 8,Contract,Eastern Cape,3.93
D04358,Thabo Naidoo,29,18.0,Code 10,Permanent,Western Cape,2.76
D04359,Sipho Williams,55,22.0,Code 10,Permanent,Eastern Cape,3.47
D04360,Busisiwe Sithole,64,29.0,Code 10,Contract,Northern Cape,2.1
D04361,Sipho Khumalo,63,21.0,Code 8,Contract,North West,4.38
D04362,Lwazi Zulu,34,9.0,Code 8,Permanent,Mpumalanga,4.61
D04363,Precious Sithole,25,5.0,Code 8,Permanent,KwaZulu-Natal,3.86
D04364,Busisiwe Maseko,30,11.0,Code 14,Permanent,Eastern Cape,5.0
D04365,Sibusiso Mthembu,54,24.0,Code 8,Permanent,Western Cape,4.74
D04366,Lerato Mahlangu,29,30.0,Code 10,Permanent,North West,4.14
D04367,Tshepo Pillay,49,12.0,Code 14,Permanent,Gauteng,3.72
D04368,Amanda Molefe,37,5.0,Code 10,Permanent,Limpopo,3.56
D04369,Siyabonga Maseko,54,0.0,Code 10,Permanent,KwaZulu-Natal,4.19
D04370,Kagiso Maseko,47,2.0,Code 8,Contract,Limpopo,3.7
D04371,Sibusiso Sithole,46,19.0,Code 14,Contract,North West,4.18
D04372,Siyabonga Adams,55,18.0,Code 10,Contract,KwaZulu-Natal,4.24
D04373,Zanele Williams,63,19.0,Code 10,Contract,Western Cape,3.64
D04374,Sipho Jacobs,37,0.0,Code 14,Contract,Limpopo,4.57
D04375,Siyabonga Mokoena,44,13.0,Code 8,Permanent,Free State,3.64
D04376,Lwazi Ndlovu,48,5.0,Code 10,Permanent,Gauteng,3.81
D04377,Amanda Mahlangu,57,10.0,code 8,Contract,Western Cape,3.12
D04378,Nandi Khumalo,42,19.0,Code 8,Permanent,Free State,3.61
D04379,Siyabonga Zulu,37,8.0,Code 10,Permanent,Limpopo,5.0
D04380,Bongani Pillay,58,20.0,Code 10,Contract,Gauteng,3.17
D04381,Zanele Naidoo,62,8.0,Code 8,Permanent,Limpopo,4.11
D04382,Mpho Molefe,46,15.0,Code 10,Contract,Free State,3.48
D04383,Karabo Dlamini,25,14.0,Code 14,Permanent,Gauteng,2.25
D04384,Lerato Molefe,33,11.0,Code 14,Permanent,Limpopo,4.19
D04385,Zanele Ngcobo,41,3.0,Code 8,Contract,Limpopo,3.41
D04386,Nandi Williams,51,17.0,Code 14,Contract,Gauteng,4.02
D04387,Bongani Mahlangu,50,30.0,Code 8,Permanent,Mpumalanga,4.49
D04388,Mpho Nkosi,57,19.0,Code 10,Permanent,Gauteng,3.96
D04389,Busisiwe Mkhize,22,23.0,Code 10,Permanent,Limpopo,4.03
D04390,Nandi Ndlovu,41,24.0,Code 10,Permanent,North West,3.19
D04391,Nomsa Molefe,51,1.0,Code 8,Permanent,Northern Cape,4.29
D04392,Nomsa Dlamini,64,24.0,Code 10,Permanent,KwaZulu-Natal,3.67
D04393,Busisiwe Mabena,27,7.0,Code 8,Permanent,Eastern Cape,2.4
D04394,Mpho Ngcobo,59,20.0,Code 8,Permanent,Western Cape,4.38
D04395,Lwazi Mkhize,21,30.0,Code 10,Permanent,Northern Cape,4.59
D04396,Themba Naidoo,29,27.0,Code 8,Permanent,KwaZulu-Natal,4.84
D04397,Lwazi Sithole,58,12.0,Code 10,Permanent,North West,5.0
D04398,Nandi Van Wyk,55,25.0,Code 10,Permanent,Northern Cape,4.34
D04399,Ayanda Modise,63,19.0,Code 10 ,Contract,Free State,4.16
D04400,Lwazi Mthembu,47,4.0,Code 10,Contract,Mpumalanga,4.56
D04401,Busisiwe Modise,48,7.0,Code 14,Contract,Free State,3.18
D04402,Bongani Mokoena,44,29.0,Code 14,Permanent,Limpopo,2.63
D04403,Mandla Molefe,43,28.0,Code 8,Contract,KwaZulu-Natal,3.47
D04404,Tshepo Mabena,43,27.0,Code 10,Permanent,North West,4.69
D04405,Thabo Dlamini,33,11.0,Code 10,Permanent,Gauteng,3.34
D04406,Nandi Mahlangu,58,9.0,Code 8,Contract,Limpopo,4.13
D04407,Mpho Mokoena,36,24.0,Code 8,Permanent,Northern Cape,
D04408,Precious Cele,47,0.0,Code 8,Contract,North West,3.97
D04409,Mpho Botha,50,27.0,Code 10,Permanent,Mpumalanga,2.91
D04410,Mandla Modise,44,18.0,Code 10,Permanent,Limpopo,4.04
D04411,Mpho Molefe,47,19.0,Code 10,Permanent,Northern Cape,3.5
D04412,Bongani Mkhize,23,13.0,Code 10,Contract,North West,4.99
D04413,Sipho Cele,34,30.0,Code 10,Permanent,KwaZulu-Natal,4.6
D04414,Amanda Sithole,40,23.0,Code 8,Permanent,Limpopo,3.53
D04415,Amanda Pillay,38,1.0,Code 14,Permanent,Eastern Cape,5.0
D04416,Tshepo Moyo,60,16.0,Code 10,Contract,KwaZulu-Natal,4.04
D04417,Nandi Sithole,60,26.0,Code 8,Permanent,North West,2.63
D04418,Lerato Ndlovu,52,2.0,Code 8,Contract,Western Cape,3.75
D04419,Kagiso Maseko,36,22.0,Code 8,Permanent,Gauteng,4.94
D04420,Sibusiso Modise,23,7.0,Code 14,Permanent,Western Cape,3.23
D04421,Mandla Zulu,54,15.0,Code 8,Permanent,Gauteng,
D04422,Busisiwe Mabena,59,27.0,Code 8,Contract,Free State,2.85
D04423,Bongani Van Wyk,42,15.0,Code 8,Permanent,Northern Cape,2.96
D04424,Mandla Mabena,57,1.0,Code 8,Permanent,Northern Cape,3.22
D04425,Karabo Cele,61,0.0,Code 10,Permanent,Northern Cape,2.94
D04426,Zanele Modise,45,22.0,Code 14,Contract,Mpumalanga,3.37
D04427,Thabo Botha,30,28.0,Code 10,Permanent,Free State,5.0
D04428,Lerato Mabena,21,9.0,Code 14,Permanent,Mpumalanga,
D04429,Sibusiso Khumalo,54,28.0,Code 8,Permanent,KwaZulu-Natal,4.35
D04430,Precious Ngcobo,45,14.0,Code 10,Permanent,Limpopo,4.56
D04431,Thabo Jacobs,27,1.0,Code 14,Contract,Western Cape,3.02
D04432,Sipho Nkosi,23,16.0,Code 10,Permanent,Northern Cape,3.22
D04433,Kagiso Mabena,63,30.0,Code 14,Contract,Northern Cape,4.34
D04434,Tshepo Pillay,35,7.0,Code 8,Contract,Mpumalanga,3.36
D04435,Thabo Mthembu,35,29.0,Code 10,Permanent,Gauteng,4.29
D04436,Bongani Mkhize,48,20.0,Code 10,Contract,KwaZulu-Natal,4.97
D04437,Lerato Adams,37,12.0,Code 8,Permanent,Mpumalanga,2.78
D04438,Kagiso Molefe,61,21.0,Code 14,Permanent,Free State,3.55
D04439,Karabo Mkhize,50,12.0,Code 8,Permanent,Free State,3.66
D04440,Siyabonga Adams,36,2.0,Code 8,Contract,Eastern Cape,3.43
D04441,Precious Ndlovu,32,26.0,Code 14,Permanent,North West,3.37
D04442,Themba Pillay,58,11.0,Code 10,Contract,Gauteng,3.46
D04443,Amanda Nkosi,47,17.0,Code 14,Permanent,Eastern Cape,3.79
D04444,Themba Sithole,61,23.0,Code 14,Permanent,KwaZulu-Natal,3.92
D04445,Sibusiso Pillay,36,2.0,Code 8,Contract,Mpumalanga,4.47
D04446,Tshepo Dlamini,21,22.0,Code 10,Permanent,KwaZulu-Natal,3.78
D04447,Precious Dlamini,60,11.0,Code 14,Permanent,KwaZulu-Natal,4.58
D04448,Karabo Ngcobo,31,16.0,Code 8,Contract,Gauteng,3.39
D04449,Bongani Modise,58,14.0,Code 10,Permanent,North West,2.96
D04450,Siyabonga Dlamini,52,24.0,Code 14,Contract,Gauteng,3.59
D04451,Thabo Williams,31,5.0,Code 8,Contract,North West,4.12
D04452,Thabo Ndlovu,54,3.0,Code 14,Permanent,Northern Cape,4.4
D04453,Lerato Cele,24,12.0,Code 10,Permanent,Northern Cape,4.82
D04454,Precious Ngcobo,38,3.0,Code 14,Contract,Eastern Cape,4.0
D04455,Kagiso Cele,36,7.0,Code 10,Contract,Limpopo,4.33
D04456,Ayanda Ndlovu,49,20.0,Code 10,Permanent,North West,4.76
D04457,Nomsa Williams,44,25.0,Code 14,Permanent,Western Cape,3.25
D04458,Siyabonga Nkosi,47,21.0,Code 8,Permanent,Western Cape,3.65
D04459,Tshepo Williams,41,9.0,Code 10,Permanent,Gauteng,5.0
D04460,Themba Pillay,53,25.0,Code 14,Permanent,Northern Cape,4.4
D04461,Zanele Mkhize,28,12.0,Code 14,Permanent,Western Cape,4.16
D04462,Sibusiso Zulu,52,5.0,Code 14,Permanent,Mpumalanga,4.43
D04463,Thabo Pillay,23,23.0,Code 10,Permanent,North West,2.87
D04464,Nomsa Moyo,24,16.0,Code 10,Contract,Northern Cape,3.35
D04465,Siyabonga Modise,52,11.0,Code 10,Permanent,Free State,3.09
D04466,Lwazi Maseko,27,20.0,Code 10,Permanent,Free State,4.09
D04467,Kagiso Molefe,54,22.0,Code 10,Permanent,Mpumalanga,3.54
D04468,Kagiso Naidoo,26,6.0,Code 8,Permanent,Limpopo,3.87
D04469,Lwazi Sithole,27,3.0,Code 8,Contract,North West,3.58
D04470,Ayanda Moyo,62,16.0,Code 10,Permanent,Eastern Cape,2.66
D04471,Busisiwe Modise,28,1.0,Code 8,Permanent,Northern Cape,4.42
D04472,Lerato Van Wyk,61,19.0,Code 8,Contract,Eastern Cape,2.57
D04473,Zanele Khumalo,36,13.0,Code 8,Permanent,KwaZulu-Natal,3.29
D04474,Siyabonga Zulu,56,6.0,Code 14,Permanent,Mpumalanga,2.88
D04475,Kagiso Adams,62,18.0,Code 14,Contract,Limpopo,3.18
D04476,Tshepo Adams,26,11.0,Code 10,Contract,Western Cape,3.94
D04477,Lerato Mahlangu,35,12.0,Code 14,Permanent,Gauteng,4.66
D04478,Nomsa Khumalo,46,6.0,Code 14,Permanent,Western Cape,2.71
D04479,Mpho Khumalo,59,20.0,Code 8,Permanent,Limpopo,3.41
D04480,Mpho Jacobs,29,27.0,Code 8,Permanent,North West,2.58
