driver_id,driver_name,age,experience_years,license_type,employment_type,home_province,performance_rating
8944,D008945,Lerato Nkosi,36,22,Code 14,Permanent,Northern Cape,4.73
8945,D008946,Lwazi Molefe,31,32,Code 14,Contract,Free State,3.58
8946,D008947,Karabo Maseko,28,21,Code 8,Owner Driver,Northern Cape,3.92
8947,D008948,Tshepo Zulu,42,24,Code 8,Permanent,KwaZulu-Natal,4.4
8948,D008949,Lindelwa Jacobs,65,22,Code 8,Contract,Gauteng,4.05
8949,D008950,Lindelwa Williams,23,4,Code 14,Permanent,Gauteng,3.76
8950,D008951,Mpho Botha,54,8,Code 10,Owner Driver,KwaZulu-Natal,4.16
8951,D008952,Nomsa Modise,44,29,Code 10,Permanent,Free State,4.54
8952,D008953,Kagiso Moyo,28,11,Code 14,Permanent,Western Cape,4.1
8953,D008954,Themba Mokoena,31,10,Code 10,Contract,Northern Cape,4.03
8954,D008955,Nomsa Cele,36,31,Code 10,Contract,KwaZulu-Natal,4.19
8955,D008956,Nokuthula Molefe,52,29,Code 10,Contract,Mpumalanga,3.88
8956,D008957,Thabo Mthembu,41,10,Code 8,Contract,Western Cape,3.57
8957,D008958,Thabo Jacobs,52,29,Code 8,Owner Driver,Western Cape,3.18
8958,D008959,Precious Zulu,59,25,Code 10,Contract,Gauteng,3.97
8959,D008960,Sipho Van Wyk,50,34,Code 8,Permanent,Gauteng,3.98
8960,D008961,Phumzile Sithole,33,33,Code 10,Contract,Eastern Cape,3.53
8961,D008962,Busisiwe Mabena,46,7,Code 14,Permanent,Northern Cape,4.06
8962,D008963,Kagiso Williams,23,22,Code 8,Permanent,KwaZulu-Natal,4.37
8963,D008964,Mpho Ndlovu,54,10,Code 8,Contract,North West,4.4
8964,D008965,Kagiso Pillay,53,22,Code 10,Contract,Northern Cape,4.19
8965,D008966,Dumisani Molefe,58,1,Code 8,Permanent,Western Cape,3.04
8966,D008967,Kagiso Van Wyk,40,31,Code 14,Permanent,Eastern Cape,2.88
8967,D008968,Karabo Molefe,56,20,Code 8,Permanent,North West,4.77
8968,D008969,Tshepo Nkosi,60,7,Code 10,Contract,Northern Cape,4.49
8969,D008970,Ayanda Maseko,47,3,Code 8,Owner Driver,Limpopo,4.84
8970,D008971,Nomsa Cele,24,22,Code 8,Permanent,Gauteng,3.77
8971,D008972,Sipho Ngcobo,37,28,Code 14,Permanent,North West,3.76
8972,D008973,Dumisani Molefe,43,18,Code 8,Contract,Eastern Cape,4.51
8973,D008974,Karabo Mkhize,58,11,Code 14,Permanent,Limpopo,4.41
8974,D008975,Kagiso Van Wyk,40,20,Code 10,Permanent,KwaZulu-Natal,4.01
8975,D008976,Phumzile Cele,35,14,Code 14,Owner Driver,North West,3.56
8976,D008977,Karabo Molefe,58,18,Code 14,Permanent,Gauteng,3.43
8977,D008978,Thabo Mabena,40,30,Code 10,Owner Driver,Gauteng,3.68
8978,D008979,Tshepo Mkhize,57,1,Code 10,Permanent,KwaZulu-Natal,3.12
8979,D008980,Busisiwe Van Wyk,65,6,Code 14,Permanent,Limpopo,3.45
8980,D008981,Sipho Mabena,38,16,Code 10,Permanent,Limpopo,4.33
8981,D008982,Sibusiso Ndlovu,53,15,Code 8,Contract,North West,3.55
8982,D008983,Phumzile Dlamini,57,19,Code 10,Permanent,KwaZulu-Natal,4.04
8983,D008984,Busisiwe Mabena,59,27,Code 8,Permanent,Eastern Cape,3.89
8984,D008985,Nomsa Modise,32,4,Code 8,Contract,KwaZulu-Natal,3.72
8985,D008986,Kagiso Pillay,63,17,Code 10,Permanent,Northern Cape,4.96
8986,D008987,Thabo Zulu,47,32,Code 14,Owner Driver,Limpopo,4.02
8987,D008988,Sibusiso Mahlangu,33,26,Code 10,Permanent,Eastern Cape,5.0
8988,D008989,Nokuthula Moyo,33,6,Code 8,Permanent,Gauteng,3.09
8989,D008990,Bongani Sithole,59,14,Code 14,Permanent,Western Cape,5.0
8990,D008991,Bongani Mabena,58,31,Code 10,Permanent,Limpopo,3.59
8991,D008992,Phumzile Mkhize,32,5,Code 8,Owner Driver,Northern Cape,3.27
8992,D008993,Sibusiso Ngcobo,25,25,Code 8,Contract,North West,4.25
8993,D008994,Nomsa Adams,37,11,Code 10,Permanent,Gauteng,4.37
8994,D008995,Siyabonga Khumalo,57,9,Code 14,Permanent,KwaZulu-Natal,4.5
8995,D008996,Siyabonga Mokoena,51,27,Code 8,Permanent,KwaZulu-Natal,4.38
8996,D008997,Lwazi Ndlovu,58,18,Code 8,Owner Driver,Mpumalanga,4.47
8997,D008998,Karabo Mthembu,28,2,Code 14,Contract,Free State,4.64
8998,D008999,Mpho Zulu,32,19,Code 10,Contract,Northern Cape,3.88
8999,D009000,Dumisani Mokoena,37,12,Code 8,Permanent,Limpopo,3.92
9000,D009001,Sipho Van Wyk,34,5,Code 8,Contract,Mpumalanga,3.12
9001,D009002,Sibusiso Mokoena,36,33,Code 10,Permanent,KwaZulu-Natal,3.8
9002,D009003,Sipho Mkhize,47,15,Code 8,Contract,Northern Cape,3.02
9003,D009004,Nandi Mthembu,45,12,Code 14,Contract,North West,4.25
9004,D009005,Nandi Khumalo,34,3,Code 8,Permanent,Gauteng,4.17
9005,D009006,Sipho Mahlangu,62,5,Code 8,Permanent,Limpopo,3.86
9006,D009007,Karabo Mkhize,46,32,Code 10,Permanent,Northern Cape,4.31
9007,D009008,Nokuthula Ndlovu,44,23,Code 8,Contract,Free State,3.23
9008,D009009,Karabo Mokoena,36,9,Code 10,Contract,Limpopo,3.85
9009,D009010,Zanele Jacobs,59,10,Code 8,Contract,Eastern Cape,3.31
9010,D009011,Karabo Pillay,32,4,Code 8,Contract,Free State,3.84
9011,D009012,Lwazi Jacobs,57,8,Code 8,Permanent,Mpumalanga,3.92
9012,D009013,Sibusiso Sithole,39,10,Code 10,Permanent,North West,4.34
9013,D009014,Themba Zulu,42,23,Code 14,Contract,KwaZulu-Natal,3.34
9014,D009015,Siyabonga Moyo,37,15,Code 10,Permanent,Gauteng,5.0
9015,D009016,Mpho Mahlangu,51,12,Code 10,Contract,Gauteng,4.32
9016,D009017,Lerato Mokoena,43,16,Code 14,Contract,Limpopo,3.96
9017,D009018,Sibusiso Pillay,65,30,Code 10,Permanent,KwaZulu-Natal,3.93
9018,D009019,Tshepo Pillay,40,27,Code 10,Permanent,Western Cape,4.71
9019,D009020,Lwazi Adams,49,26,Code 10,Contract,Western Cape,4.21
9020,D009021,Kabelo Pillay,50,24,Code 8,Permanent,Mpumalanga,3.59
9021,D009022,Kagiso Naidoo,34,1,Code 8,Permanent,Free State,3.79
9022,D009023,Mpho Jacobs,61,18,Code 8,Permanent,Free State,3.97
9023,D009024,Thabo Cele,31,5,Code 8,Permanent,Western Cape,4.08
9024,D009025,Siyabonga Mokoena,61,23,Code 10,Owner Driver,Eastern Cape,3.51
9025,D009026,Phumzile Pillay,40,21,Code 10,Permanent,Western Cape,3.7
9026,D009027,Lerato Mthembu,60,9,Code 10,Contract,North West,3.71
9027,D009028,Thabo Cele,63,26,Code 10,Permanent,Gauteng,3.73
9028,D009029,Thabo Nkosi,57,20,Code 10,Permanent,KwaZulu-Natal,4.73
9029,D009030,Kabelo Ndlovu,28,27,Code 10,Contract,Limpopo,3.16
9030,D009031,Nomsa Moyo,41,22,Code 10,Permanent,Limpopo,4.16
9031,D009032,Tshepo Nkosi,27,24,Code 10,Permanent,Mpumalanga,4.4
9032,D009033,Sipho Botha,25,15,Code 8,Contract,Free State,3.67
9033,D009034,Phumzile Pillay,31,4,Code 14,Permanent,Western Cape,3.75
9034,D009035,Mandla Mokoena,26,28,Code 10,Permanent,Northern Cape,4.35
9035,D009036,Mpho Mkhize,62,3,Code 14,Contract,North West,3.64
9036,D009037,Tshepo Mahlangu,53,8,Code 10,Contract,North West,3.77
9037,D009038,Karabo Adams,53,20,Code 14,Permanent,Eastern Cape,3.04
9038,D009039,Themba Adams,38,21,Code 10,Permanent,North West,4.76
9039,D009040,Themba Cele,64,9,Code 10,Permanent,Western Cape,3.67
9040,D009041,Dumisani Williams,46,20,Code 14,Owner Driver,KwaZulu-Natal,4.0
9041,D009042,Phumzile Mabena,59,19,Code 14,Contract,Eastern Cape,3.97
9042,D009043,Karabo Modise,32,8,Code 8,Permanent,North West,3.83
9043,D009044,Nokuthula Modise,36,26,Code 8,Contract,Mpumalanga,4.31
9044,D009045,Karabo Ngcobo,46,9,Code 8,Permanent,KwaZulu-Natal,4.24
9045,D009046,Kagiso Cele,50,5,Code 10,Owner Driver,KwaZulu-Natal,3.64
9046,D009047,Siyabonga Mthembu,36,31,Code 8,Owner Driver,Mpumalanga,4.17
9047,D009048,Phumzile Adams,51,21,Code 8,Permanent,Gauteng,3.59
9048,D009049,Ayanda Mabena,42,6,Code 8,Owner Driver,Free State,4.38
9049,D009050,Mpho Sithole,57,12,Code 10,Permanent,Gauteng,4.13
9050,D009051,Precious Jacobs,48,33,Code 10,Contract,Mpumalanga,3.75
9051,D009052,Phumzile Williams,29,26,Code 10,Permanent,Western Cape,2.86
9052,D009053,Bongani Ndlovu,44,17,Code 8,Permanent,Free State,3.98
9053,D009054,Thabo Ndlovu,40,11,Code 10,Permanent,Northern Cape,4.29
9054,D009055,Kagiso Mahlangu,35,33,Code 10,Contract,Mpumalanga,4.03
9055,D009056,Nandi Dlamini,34,32,Code 8,Owner Driver,Mpumalanga,3.37
9056,D009057,Amanda Molefe,25,7,Code 10,Owner Driver,Mpumalanga,3.4
9057,D009058,Thabo Moyo,34,13,Code 8,Permanent,North West,4.36
9058,D009059,Dumisani Botha,29,25,Code 10,Permanent,Northern Cape,4.21
9059,D009060,Lerato Ngcobo,38,32,Code 14,Contract,Gauteng,3.83
9060,D009061,Lwazi Mabena,34,20,Code 8,Permanent,Northern Cape,3.82
9061,D009062,Busisiwe Cele,26,6,Code 10,Contract,Northern Cape,4.49
9062,D009063,Bongani Mokoena,31,27,Code 10,Permanent,KwaZulu-Natal,4.17
9063,D009064,Kagiso Maseko,33,5,Code 14,Owner Driver,Northern Cape,3.7
9064,D009065,Sipho Dlamini,59,16,Code 8,Contract,Mpumalanga,3.86
9065,D009066,Ayanda Cele,41,8,Code 10,Permanent,North West,4.4
9066,D009067,Nokuthula Zulu,49,3,Code 10,Contract,Mpumalanga,4.45
9067,D009068,Nandi Khumalo,23,30,Code 10,Permanent,Free State,4.69
9068,D009069,Precious Sithole,64,8,Code 10,Owner Driver,Northern Cape,3.9
9069,D009070,Mandla Jacobs,24,8,Code 8,Contract,North West,4.3
9070,D009071,Kagiso Van Wyk,45,34,Code 10,Permanent,Mpumalanga,3.96
9071,D009072,Themba Williams,23,24,Code 8,Permanent,Western Cape,4.14
9072,D009073,Busisiwe Naidoo,65,19,Code 10,Permanent,Free State,4.14
9073,D009074,Busisiwe Naidoo,53,27,Code 14,Contract,Gauteng,3.74
9074,D009075,Lwazi Ngcobo,60,23,Code 10,Permanent,Eastern Cape,4.13
9075,D009076,Tshepo Cele,33,8,Code 10,Contract,Gauteng,3.98
9076,D009077,Tshepo Moyo,24,15,Code 8,Permanent,Gauteng,3.38
9077,D009078,Mpho Maseko,39,33,Code 8,Permanent,Mpumalanga,4.05
9078,D009079,Sipho Mokoena,29,3,Code 10,Owner Driver,Northern Cape,4.85
9079,D009080,Karabo Mahlangu,58,12,Code 14,Permanent,Northern Cape,4.2
9080,D009081,Bongani Pillay,31,15,Code 10,Owner Driver,Eastern Cape,3.85
9081,D009082,Tshepo Mabena,51,7,Code 10,Permanent,Northern Cape,3.98
9082,D009083,Mandla Molefe,54,17,Code 8,Permanent,Northern Cape,3.91
9083,D009084,Kagiso Ngcobo,64,1,Code 14,Contract,Eastern Cape,3.03
9084,D009085,Karabo Naidoo,58,2,Code 10,Contract,Gauteng,4.19
9085,D009086,Nandi Modise,54,24,Code 8,Permanent,Limpopo,3.47
9086,D009087,Lwazi Van Wyk,30,21,Code 14,Contract,Western Cape,3.74
9087,D009088,Nomsa Modise,40,8,Code 8,Permanent,Limpopo,5.0
9088,D009089,Precious Botha,23,4,Code 8,Permanent,Northern Cape,4.46
9089,D009090,Karabo Maseko,33,32,Code 10,Owner Driver,Western Cape,4.85
9090,D009091,Nomsa Khumalo,49,2,Code 8,Permanent,Eastern Cape,3.94
9091,D009092,Mandla Van Wyk,63,30,Code 10,Permanent,Northern Cape,3.6
9092,D009093,Kabelo Sithole,29,13,Code 8,Owner Driver,Limpopo,3.83
9093,D009094,Ayanda Moyo,26,4,Code 10,Permanent,Mpumalanga,3.79
9094,D009095,Dumisani Moyo,27,25,Code 8,Permanent,North West,3.99
9095,D009096,Sipho Modise,38,15,Code 10,Permanent,Gauteng,4.12
9096,D009097,Karabo Mthembu,34,14,Code 10,Contract,Eastern Cape,4.39
9097,D009098,Lwazi Ndlovu,51,3,Code 10,Owner Driver,Eastern Cape,3.87
9098,D009099,Lindelwa Williams,38,14,Code 14,Permanent,North West,4.6
9099,D009100,Tshepo Jacobs,35,7,Code 8,Permanent,Northern Cape,4.31
9100,D009101,Amanda Jacobs,54,23,Code 8,Permanent,Free State,3.83
9101,D009102,Nokuthula Pillay,30,10,Code 10,Contract,Gauteng,3.95
9102,D009103,Busisiwe Khumalo,50,19,Code 14,Permanent,Free State,3.69
9103,D009104,Zanele Modise,28,33,Code 10,Contract,North West,3.87
9104,D009105,Sibusiso Molefe,38,27,Code 10,Owner Driver,Eastern Cape,4.27
9105,D009106,Nomsa Williams,57,4,Code 10,Permanent,Free State,4.19
9106,D009107,Nandi Williams,31,5,Code 8,Permanent,Western Cape,3.43
9107,D009108,Mpho Mkhize,47,27,Code 10,Permanent,KwaZulu-Natal,4.19
9108,D009109,Amanda Van Wyk,28,24,Code 10,Permanent,Mpumalanga,3.67
9109,D009110,Kabelo Mkhize,65,34,Code 10,Permanent,Northern Cape,3.77
9110,D009111,Phumzile Zulu,29,14,Code 8,Owner Driver,Eastern Cape,3.67
9111,D009112,Sipho Nkosi,61,10,Code 10,Owner Driver,Northern Cape,4.61
9112,D009113,Nomsa Ngcobo,60,2,Code 10,Contract,Free State,3.85
9113,D009114,Sipho Mokoena,36,1,Code 8,Permanent,Free State,3.73
9114,D009115,Zanele Modise,63,32,Code 14,Permanent,Northern Cape,4.28
9115,D009116,Nokuthula Modise,47,26,Code 10,Contract,KwaZulu-Natal,3.63
9116,D009117,Kagiso Mokoena,33,14,Code 10,Contract,Western Cape,4.65
9117,D009118,Kabelo Jacobs,44,11,Code 10,Permanent,Mpumalanga,3.66
9118,D009119,Siyabonga Cele,40,12,Code 10,Permanent,Free State,4.39
9119,D009120,Nokuthula Pillay,43,32,Code 8,Owner Driver,Limpopo,4.37
9120,D009121,Nokuthula Ngcobo,27,18,Code 14,Owner Driver,Limpopo,4.87
9121,D009122,Sibusiso Mkhize,47,7,Code 10,Permanent,North West,3.69
9122,D009123,Thabo Cele,46,24,Code 8,Permanent,Limpopo,4.34
9123,D009124,Sipho Van Wyk,60,22,Code 14,Contract,Gauteng,4.35
9124,D009125,Nomsa Pillay,35,31,Code 8,Permanent,Free State,4.47
9125,D009126,Sibusiso Dlamini,55,32,Code 10,Permanent,Eastern Cape,3.89
9126,D009127,Lerato Ngcobo,23,16,Code 8,Owner Driver,Northern Cape,3.27
9127,D009128,Ayanda Van Wyk,53,13,Code 10,Permanent,Mpumalanga,3.35
9128,D009129,Sibusiso Maseko,38,27,Code 10,Permanent,Western Cape,3.34
9129,D009130,Dumisani Williams,41,20,Code 8,Permanent,North West,3.92
9130,D009131,Bongani Botha,64,34,Code 10,Permanent,Limpopo,3.88
9131,D009132,Nandi Mokoena,62,29,Code 8,Owner Driver,Western Cape,3.71
9132,D009133,Siyabonga Mahlangu,57,24,Code 10,Permanent,North West,3.76
9133,D009134,Lerato Botha,31,23,Code 10,Permanent,Free State,4.24
9134,D009135,Amanda Khumalo,49,24,Code 10,Contract,North West,4.08
9135,D009136,Mpho Naidoo,61,14,Code 8,Contract,Free State,3.5
9136,D009137,Tshepo Mahlangu,56,29,Code 10,Permanent,Western Cape,4.28
9137,D009138,Lwazi Zulu,34,34,Code 14,Permanent,Mpumalanga,3.74
9138,D009139,Bongani Khumalo,44,27,Code 14,Permanent,KwaZulu-Natal,4.1
9139,D009140,Mandla Mabena,36,11,Code 8,Owner Driver,North West,3.39
9140,D009141,Lwazi Cele,50,29,Code 10,Permanent,Free State,3.6
9141,D009142,Nokuthula Williams,46,3,Code 10,Permanent,Western Cape,2.75
9142,D009143,Kabelo Williams,41,28,Code 14,Permanent,Western Cape,3.79
9143,D009144,Kabelo Zulu,62,4,Code 10,Contract,Gauteng,4.02
9144,D009145,Nomsa Mthembu,43,3,Code 10,Contract,Eastern Cape,4.51
9145,D009146,Lerato Khumalo,36,29,Code 10,Contract,Gauteng,4.16
9146,D009147,Kabelo Modise,62,28,Code 10,Permanent,Northern Cape,3.19
9147,D009148,Bongani Mahlangu,55,4,Code 10,Owner Driver,Western Cape,4.87
9148,D009149,Karabo Botha,49,25,Code 14,Permanent,Western Cape,3.89
9149,D009150,Zanele Maseko,29,27,Code 10,Owner Driver,Limpopo,4.91
9150,D009151,Dumisani Mokoena,49,34,Code 14,Permanent,Mpumalanga,4.09
9151,D009152,Busisiwe Nkosi,60,11,Code 10,Permanent,Free State,4.48
9152,D009153,Lwazi Maseko,28,28,Code 8,Permanent,Gauteng,3.52
9153,D009154,Dumisani Cele,61,25,Code 10,Contract,KwaZulu-Natal,2.55
9154,D009155,Phumzile Khumalo,32,34,Code 8,Contract,Mpumalanga,3.72
9155,D009156,Zanele Adams,52,32,Code 8,Permanent,Gauteng,3.87
9156,D009157,Busisiwe Sithole,64,2,Code 8,Contract,Limpopo,3.58
9157,D009158,Kabelo Mokoena,52,6,Code 8,Permanent,KwaZulu-Natal,3.23
9158,D009159,Nandi Pillay,40,20,Code 8,Permanent,Northern Cape,3.13
9159,D009160,Bongani Mkhize,25,15,Code 10,Owner Driver,Free State,5.0
9160,D009161,Lerato Maseko,47,30,Code 10,Permanent,Free State,3.77
9161,D009162,Lwazi Van Wyk,65,16,Code 14,Permanent,Free State,4.1
9162,D009163,Ayanda Botha,27,9,Code 8,Owner Driver,Limpopo,4.48
9163,D009164,Zanele Botha,24,27,Code 8,Contract,Free State,4.19
9164,D009165,Siyabonga Mkhize,32,24,Code 10,Permanent,Western Cape,3.53
9165,D009166,Kagiso Dlamini,39,21,Code 8,Permanent,Free State,2.68
9166,D009167,Sipho Khumalo,31,7,Code 8,Contract,Free State,3.3
9167,D009168,Nokuthula Maseko,41,24,Code 14,Contract,Northern Cape,4.12
9168,D009169,Lindelwa Dlamini,27,17,Code 14,Permanent,Western Cape,3.35
9169,D009170,Lindelwa Jacobs,41,32,Code 14,Contract,Eastern Cape,4.7
9170,D009171,Bongani Moyo,45,28,Code 8,Permanent,Western Cape,3.42
9171,D009172,Mpho Pillay,32,24,Code 10,Permanent,Northern Cape,3.58
9172,D009173,Siyabonga Nkosi,48,31,Code 10,Owner Driver,Western Cape,4.18
9173,D009174,Lindelwa Nkosi,28,25,Code 14,Permanent,Free State,3.99
9174,D009175,Kagiso Jacobs,65,19,Code 8,Owner Driver,Limpopo,3.51
9175,D009176,Themba Modise,55,22,Code 8,Permanent,Gauteng,4.86
9176,D009177,Tshepo Dlamini,33,32,Code 8,Owner Driver,Mpumalanga,3.52
9177,D009178,Zanele Adams,32,2,Code 14,Permanent,Free State,4.4
9178,D009179,Zanele Mahlangu,48,31,Code 8,Contract,Limpopo,3.86
9179,D009180,Karabo Zulu,43,27,Code 10,Permanent,Gauteng,3.05
9180,D009181,Karabo Sithole,36,29,Code 10,Contract,KwaZulu-Natal,4.27
9181,D009182,Nomsa Moyo,36,10,Code 8,Contract,Free State,4.82
9182,D009183,Lerato Dlamini,32,28,Code 10,Permanent,Free State,4.19
9183,D009184,Precious Mahlangu,44,10,Code 10,Owner Driver,Northern Cape,3.52
9184,D009185,Kagiso Zulu,52,16,Code 10,Permanent,North West,4.86
9185,D009186,Karabo Jacobs,33,28,Code 8,Permanent,Gauteng,3.83
9186,D009187,Nandi Moyo,57,2,Code 10,Contract,Eastern Cape,4.24
9187,D009188,Lerato Moyo,29,22,Code 8,Owner Driver,Western Cape,4.44
9188,D009189,Precious Pillay,57,12,Code 14,Permanent,Eastern Cape,4.12
9189,D009190,Kagiso Sithole,34,22,Code 10,Permanent,Eastern Cape,3.51
9190,D009191,Ayanda Mkhize,26,27,Code 10,Contract,Northern Cape,3.88
9191,D009192,Mandla Mkhize,38,28,Code 10,Owner Driver,KwaZulu-Natal,4.96
9192,D009193,Kagiso Mkhize,50,20,Code 10,Contract,KwaZulu-Natal,3.47
9193,D009194,Karabo Naidoo,25,2,Code 8,Contract,Free State,3.55
9194,D009195,Busisiwe Jacobs,49,5,Code 10,Permanent,Mpumalanga,4.65
9195,D009196,Nandi Mthembu,41,4,Code 10,Permanent,North West,3.34
9196,D009197,Kagiso Ndlovu,58,16,Code 8,Permanent,Northern Cape,3.48
9197,D009198,Sibusiso Nkosi,52,25,Code 10,Owner Driver,Eastern Cape,3.88
9198,D009199,Kabelo Botha,40,14,Code 8,Permanent,North West,4.11
9199,D009200,Bongani Nkosi,37,18,Code 10,Permanent,Limpopo,3.57
9200,D009201,Dumisani Molefe,58,5,Code 8,Permanent,Northern Cape,2.64
9201,D009202,Amanda Mkhize,39,24,Code 14,Permanent,Gauteng,3.46
9202,D009203,Lerato Mokoena,60,33,Code 10,Permanent,Northern Cape,4.85
9203,D009204,Nokuthula Ndlovu,64,10,Code 8,Contract,Mpumalanga,4.35
9204,D009205,Dumisani Zulu,45,27,Code 10,Permanent,Eastern Cape,4.64
9205,D009206,Sipho Modise,59,6,Code 14,Contract,Gauteng,4.25
9206,D009207,Dumisani Mkhize,36,18,Code 10,Owner Driver,Western Cape,3.68
9207,D009208,Bongani Nkosi,53,22,Code 14,Owner Driver,Free State,3.44
9208,D009209,Kagiso Ndlovu,42,2,Code 10,Contract,Northern Cape,4.65
9209,D009210,Sibusiso Modise,41,6,Code 10,Permanent,Western Cape,3.55
9210,D009211,Bongani Sithole,44,10,Code 14,Permanent,Free State,4.22
9211,D009212,Karabo Nkosi,42,3,Code 8,Owner Driver,KwaZulu-Natal,4.35
9212,D009213,Mpho Mokoena,41,18,Code 10,Owner Driver,North West,4.57
9213,D009214,Themba Mthembu,65,12,Code 10,Permanent,North West,4.5
9214,D009215,Kagiso Mabena,45,31,Code 8,Permanent,Eastern Cape,4.66
9215,D009216,Ayanda Nkosi,43,31,Code 10,Owner Driver,Western Cape,3.91
9216,D009217,Siyabonga Mokoena,34,27,Code 8,Owner Driver,Northern Cape,5.0
9217,D009218,Lwazi Khumalo,59,19,Code 8,Contract,Free State,3.43
9218,D009219,Lwazi Mthembu,29,17,Code 8,Permanent,Free State,4.48
9219,D009220,Kabelo Mabena,28,30,Code 14,Contract,North West,3.85
9220,D009221,Karabo Molefe,54,27,Code 14,Permanent,Western Cape,3.39
9221,D009222,Sibusiso Nkosi,44,14,Code 10,Contract,Western Cape,4.0
9222,D009223,Kabelo Mthembu,32,22,Code 14,Owner Driver,Limpopo,4.12
9223,D009224,Nandi Moyo,59,12,Code 14,Owner Driver,Northern Cape,4.68
9224,D009225,Kagiso Dlamini,55,4,Code 14,Permanent,KwaZulu-Natal,4.54
9225,D009226,Lindelwa Khumalo,55,7,Code 8,Contract,Limpopo,4.42
9226,D009227,Mandla Molefe,36,25,Code 14,Contract,Mpumalanga,4.38
9227,D009228,Lwazi Van Wyk,55,33,Code 10,Contract,Mpumalanga,4.32
9228,D009229,Kagiso Sithole,57,21,Code 8,Permanent,Western Cape,4.29
9229,D009230,Busisiwe Maseko,60,11,Code 10,Permanent,Northern Cape,3.38
9230,D009231,Nokuthula Nkosi,65,6,Code 14,Owner Driver,Limpopo,3.86
9231,D009232,Dumisani Adams,50,30,Code 8,Permanent,Limpopo,4.16
9232,D009233,Nomsa Modise,33,28,Code 10,Permanent,Gauteng,3.62
9233,D009234,Mandla Ngcobo,42,30,Code 10,Owner Driver,Northern Cape,3.97
9234,D009235,Mandla Jacobs,60,30,Code 14,Owner Driver,North West,3.76
9235,D009236,Tshepo Khumalo,60,13,Code 10,Permanent,Gauteng,4.39
9236,D009237,Themba Naidoo,47,8,Code 10,Permanent,Northern Cape,4.74
9237,D009238,Nandi Williams,44,8,Code 8,Permanent,North West,4.42
9238,D009239,Sipho Ndlovu,37,31,Code 8,Owner Driver,Northern Cape,3.63
9239,D009240,Kabelo Dlamini,59,29,Code 10,Permanent,Limpopo,3.87
9240,D009241,Nomsa Botha,63,13,Code 8,Permanent,Free State,3.61
9241,D009242,Amanda Khumalo,28,12,Code 14,Permanent,Free State,4.09
9242,D009243,Sipho Mabena,56,2,Code 10,Contract,Western Cape,3.81
9243,D009244,Tshepo Mkhize,33,12,Code 8,Permanent,Free State,3.82
9244,D009245,Busisiwe Cele,49,29,Code 8,Owner Driver,KwaZulu-Natal,4.18
9245,D009246,Karabo Ngcobo,64,24,Code 10,Permanent,Free State,3.54
9246,D009247,Mandla Jacobs,25,4,Code 8,Permanent,Free State,3.32
9247,D009248,Lwazi Moyo,46,18,Code 8,Permanent,Limpopo,3.99
9248,D009249,Kagiso Ndlovu,28,14,Code 10,Permanent,Western Cape,4.82
9249,D009250,Mandla Mkhize,57,4,Code 10,Owner Driver,Western Cape,3.1
9250,D009251,Nokuthula Nkosi,35,4,Code 8,Permanent,Gauteng,5.0
9251,D009252,Mpho Van Wyk,55,22,Code 14,Permanent,KwaZulu-Natal,3.63
9252,D009253,Nomsa Mabena,59,7,Code 8,Permanent,North West,4.79
9253,D009254,Themba Van Wyk,34,27,Code 10,Permanent,Mpumalanga,4.54
9254,D009255,Kagiso Naidoo,30,4,Code 8,Contract,Gauteng,4.17
9255,D009256,Tshepo Ndlovu,48,31,Code 10,Permanent,Eastern Cape,3.76
9256,D009257,Phumzile Cele,34,19,Code 10,Owner Driver,KwaZulu-Natal,2.62
9257,D009258,Zanele Mkhize,63,2,Code 10,Owner Driver,Mpumalanga,3.48
9258,D009259,Lindelwa Mabena,27,24,Code 14,Contract,Limpopo,4.46
9259,D009260,Kagiso Dlamini,35,12,Code 10,Permanent,Limpopo,3.57
9260,D009261,Zanele Dlamini,60,28,Code 8,Permanent,Gauteng,4.45
9261,D009262,Kabelo Zulu,24,28,Code 10,Permanent,Mpumalanga,4.45
9262,D009263,Nomsa Mthembu,60,16,Code 8,Owner Driver,Limpopo,4.26
9263,D009264,Thabo Botha,35,6,Code 8,Permanent,Northern Cape,4.62
9264,D009265,Amanda Khumalo,35,3,Code 8,Permanent,Northern Cape,3.94
9265,D009266,Sibusiso Jacobs,57,6,Code 8,Owner Driver,Mpumalanga,4.66
9266,D009267,Sibusiso Mahlangu,35,5,Code 10,Permanent,Northern Cape,4.38
9267,D009268,Karabo Williams,64,3,Code 10,Permanent,Western Cape,4.14
9268,D009269,Sibusiso Pillay,49,29,Code 8,Permanent,Limpopo,4.3
9269,D009270,Themba Ndlovu,61,32,Code 14,Permanent,Eastern Cape,4.53
9270,D009271,Ayanda Moyo,26,11,Code 10,Owner Driver,Free State,4.06
9271,D009272,Lwazi Jacobs,63,2,Code 8,Permanent,Western Cape,4.32
9272,D009273,Siyabonga Van Wyk,63,33,Code 10,Contract,Free State,4.31
9273,D009274,Thabo Mokoena,34,34,Code 8,Permanent,Gauteng,4.08
9274,D009275,Zanele Williams,53,29,Code 14,Contract,Limpopo,2.63
9275,D009276,Tshepo Nkosi,46,16,Code 8,Permanent,Western Cape,4.94
9276,D009277,Mpho Sithole,46,33,Code 10,Contract,Mpumalanga,4.07
9277,D009278,Kagiso Ndlovu,61,31,Code 14,Permanent,Mpumalanga,2.69
